2024-11-01-11-38-55-569531 Update {"id":7432273984269010262264,"timestamp":1730461135.5695307,"source":null,"xpath":"/svg:svg","attrs":{"x":0,"y":0,"width":240,"height":330}}
2024-11-01-11-38-55-658159 EnableTask {"id":7432273984654062308882,"timestamp":1730461135.6581585,"source":7432273984270208873220,"task_name":"system_monitoring","context":null,"insert_at":-1}
2024-11-01-11-38-55-661158 Insert {"id":7432273984665391245647,"timestamp":1730461135.661158,"source":null,"xpath":"/svg:svg","element":"<svg xmlns=\"http://www.w3.org/2000/svg\" height=\"330\" id=\"system_monitoring\" width=\"240\" x=\"0\" y=\"0\">\n\n    <symbol height=\"10\" id=\"arrow\" viewBox=\"0 0 20 20\" width=\"10\">\n        <path d=\"M 0,0 L 10,10 L 0,20\" fill=\"none\" stroke=\"#ffff00\" stroke-width=\"4\"></path>\n    </symbol>\n\n    <symbol height=\"10\" id=\"double-arrow\" width=\"15\">\n        <use href=\"#arrow\" x=\"0\" y=\"0\"></use>\n        <use href=\"#arrow\" x=\"5\" y=\"0\"></use>\n    </symbol>\n\n\n    <svg height=\"70\" id=\"lights\" width=\"240\" x=\"0\" y=\"0\">\n        \n        <g id=\"light-1\">\n            <rect data-colors=\"['#add9e6', '#00ff00']\" data-state=\"1\" fill=\"#00ff00\" height=\"50\" id=\"light-1-button\" stroke=\"#000000\" stroke-width=\"2\" width=\"75\" x=\"10\" y=\"10\"></rect>\n        </g>\n\n        <g id=\"light-2\">\n            <rect data-colors=\"['#add9e6', '#ff0000']\" data-state=\"0\" fill=\"#add9e6\" height=\"50\" id=\"light-2-button\" stroke=\"#000000\" stroke-width=\"2\" width=\"75\" x=\"155\" y=\"10\"></rect>\n        </g>\n\n    </svg>\n\n\n    <svg id=\"sliders\" x=\"0\" y=\"90\">\n        \n\n\n        <g id=\"slider-1\">\n            <rect fill=\"#add9e6\" height=\"220\" id=\"slider-1-background\" width=\"30\" x=\"10.0\" y=\"10\"></rect>\n\n\n            \n            <svg data-state=\"5\" height=\"60\" id=\"slider-1-button-container\" width=\"30\" x=\"10.0\" y=\"90\">\n                \n                <rect fill=\"#4682b4\" height=\"60\" id=\"slider-1-button\" width=\"30\" x=\"0\" y=\"0\"></rect>\n                <use href=\"#double-arrow\" x=\"15\" y=\"25.0\"></use>\n            </svg>\n\n            <rect fill=\"transparent\" height=\"220\" id=\"slider-1-border\" stroke=\"#000000\" stroke-width=\"2\" width=\"30\" x=\"10.0\" y=\"10\"></rect>\n            <g id=\"slider-1-incs\" incs=\"11\">\n                <line data-state=\"1\" stroke=\"#000000\" stroke-width=\"2\" x1=\"10.0\" x2=\"40.0\" y1=\"30\" y2=\"30\"></line>\n                <line data-state=\"2\" stroke=\"#000000\" stroke-width=\"2\" x1=\"10.0\" x2=\"40.0\" y1=\"50\" y2=\"50\"></line>\n                <line data-state=\"3\" stroke=\"#000000\" stroke-width=\"2\" x1=\"10.0\" x2=\"40.0\" y1=\"70\" y2=\"70\"></line>\n                <line data-state=\"4\" stroke=\"#000000\" stroke-width=\"2\" x1=\"10.0\" x2=\"40.0\" y1=\"90\" y2=\"90\"></line>\n                <line data-state=\"5\" stroke=\"#000000\" stroke-width=\"2\" x1=\"10.0\" x2=\"40.0\" y1=\"110\" y2=\"110\"></line>\n                <line data-state=\"6\" stroke=\"#000000\" stroke-width=\"2\" x1=\"10.0\" x2=\"40.0\" y1=\"130\" y2=\"130\"></line>\n                <line data-state=\"7\" stroke=\"#000000\" stroke-width=\"2\" x1=\"10.0\" x2=\"40.0\" y1=\"150\" y2=\"150\"></line>\n                <line data-state=\"8\" stroke=\"#000000\" stroke-width=\"2\" x1=\"10.0\" x2=\"40.0\" y1=\"170\" y2=\"170\"></line>\n                <line data-state=\"9\" stroke=\"#000000\" stroke-width=\"2\" x1=\"10.0\" x2=\"40.0\" y1=\"190\" y2=\"190\"></line>\n                <line data-state=\"10\" stroke=\"#000000\" stroke-width=\"2\" x1=\"10.0\" x2=\"40.0\" y1=\"210\" y2=\"210\"></line>\n            </g>\n        </g>\n\n        <g id=\"slider-2\">\n            <rect fill=\"#add9e6\" height=\"220\" id=\"slider-2-background\" width=\"30\" x=\"73.33333333333334\" y=\"10\"></rect>\n\n\n            \n            <svg data-state=\"5\" height=\"60\" id=\"slider-2-button-container\" width=\"30\" x=\"73.33333333333334\" y=\"90\">\n                \n                <rect fill=\"#4682b4\" height=\"60\" id=\"slider-2-button\" width=\"30\" x=\"0\" y=\"0\"></rect>\n                <use href=\"#double-arrow\" x=\"15\" y=\"25.0\"></use>\n            </svg>\n\n            <rect fill=\"transparent\" height=\"220\" id=\"slider-2-border\" stroke=\"#000000\" stroke-width=\"2\" width=\"30\" x=\"73.33333333333334\" y=\"10\"></rect>\n            <g id=\"slider-2-incs\" incs=\"11\">\n                <line data-state=\"1\" stroke=\"#000000\" stroke-width=\"2\" x1=\"73.33333333333334\" x2=\"103.33333333333334\" y1=\"30\" y2=\"30\"></line>\n                <line data-state=\"2\" stroke=\"#000000\" stroke-width=\"2\" x1=\"73.33333333333334\" x2=\"103.33333333333334\" y1=\"50\" y2=\"50\"></line>\n                <line data-state=\"3\" stroke=\"#000000\" stroke-width=\"2\" x1=\"73.33333333333334\" x2=\"103.33333333333334\" y1=\"70\" y2=\"70\"></line>\n                <line data-state=\"4\" stroke=\"#000000\" stroke-width=\"2\" x1=\"73.33333333333334\" x2=\"103.33333333333334\" y1=\"90\" y2=\"90\"></line>\n                <line data-state=\"5\" stroke=\"#000000\" stroke-width=\"2\" x1=\"73.33333333333334\" x2=\"103.33333333333334\" y1=\"110\" y2=\"110\"></line>\n                <line data-state=\"6\" stroke=\"#000000\" stroke-width=\"2\" x1=\"73.33333333333334\" x2=\"103.33333333333334\" y1=\"130\" y2=\"130\"></line>\n                <line data-state=\"7\" stroke=\"#000000\" stroke-width=\"2\" x1=\"73.33333333333334\" x2=\"103.33333333333334\" y1=\"150\" y2=\"150\"></line>\n                <line data-state=\"8\" stroke=\"#000000\" stroke-width=\"2\" x1=\"73.33333333333334\" x2=\"103.33333333333334\" y1=\"170\" y2=\"170\"></line>\n                <line data-state=\"9\" stroke=\"#000000\" stroke-width=\"2\" x1=\"73.33333333333334\" x2=\"103.33333333333334\" y1=\"190\" y2=\"190\"></line>\n                <line data-state=\"10\" stroke=\"#000000\" stroke-width=\"2\" x1=\"73.33333333333334\" x2=\"103.33333333333334\" y1=\"210\" y2=\"210\"></line>\n            </g>\n        </g>\n\n        <g id=\"slider-3\">\n            <rect fill=\"#add9e6\" height=\"220\" id=\"slider-3-background\" width=\"30\" x=\"136.66666666666669\" y=\"10\"></rect>\n\n\n            \n            <svg data-state=\"5\" height=\"60\" id=\"slider-3-button-container\" width=\"30\" x=\"136.66666666666669\" y=\"90\">\n                \n                <rect fill=\"#4682b4\" height=\"60\" id=\"slider-3-button\" width=\"30\" x=\"0\" y=\"0\"></rect>\n                <use href=\"#double-arrow\" x=\"15\" y=\"25.0\"></use>\n            </svg>\n\n            <rect fill=\"transparent\" height=\"220\" id=\"slider-3-border\" stroke=\"#000000\" stroke-width=\"2\" width=\"30\" x=\"136.66666666666669\" y=\"10\"></rect>\n            <g id=\"slider-3-incs\" incs=\"11\">\n                <line data-state=\"1\" stroke=\"#000000\" stroke-width=\"2\" x1=\"136.66666666666669\" x2=\"166.66666666666669\" y1=\"30\" y2=\"30\"></line>\n                <line data-state=\"2\" stroke=\"#000000\" stroke-width=\"2\" x1=\"136.66666666666669\" x2=\"166.66666666666669\" y1=\"50\" y2=\"50\"></line>\n                <line data-state=\"3\" stroke=\"#000000\" stroke-width=\"2\" x1=\"136.66666666666669\" x2=\"166.66666666666669\" y1=\"70\" y2=\"70\"></line>\n                <line data-state=\"4\" stroke=\"#000000\" stroke-width=\"2\" x1=\"136.66666666666669\" x2=\"166.66666666666669\" y1=\"90\" y2=\"90\"></line>\n                <line data-state=\"5\" stroke=\"#000000\" stroke-width=\"2\" x1=\"136.66666666666669\" x2=\"166.66666666666669\" y1=\"110\" y2=\"110\"></line>\n                <line data-state=\"6\" stroke=\"#000000\" stroke-width=\"2\" x1=\"136.66666666666669\" x2=\"166.66666666666669\" y1=\"130\" y2=\"130\"></line>\n                <line data-state=\"7\" stroke=\"#000000\" stroke-width=\"2\" x1=\"136.66666666666669\" x2=\"166.66666666666669\" y1=\"150\" y2=\"150\"></line>\n                <line data-state=\"8\" stroke=\"#000000\" stroke-width=\"2\" x1=\"136.66666666666669\" x2=\"166.66666666666669\" y1=\"170\" y2=\"170\"></line>\n                <line data-state=\"9\" stroke=\"#000000\" stroke-width=\"2\" x1=\"136.66666666666669\" x2=\"166.66666666666669\" y1=\"190\" y2=\"190\"></line>\n                <line data-state=\"10\" stroke=\"#000000\" stroke-width=\"2\" x1=\"136.66666666666669\" x2=\"166.66666666666669\" y1=\"210\" y2=\"210\"></line>\n            </g>\n        </g>\n\n        <g id=\"slider-4\">\n            <rect fill=\"#add9e6\" height=\"220\" id=\"slider-4-background\" width=\"30\" x=\"200.0\" y=\"10\"></rect>\n\n\n            \n            <svg data-state=\"5\" height=\"60\" id=\"slider-4-button-container\" width=\"30\" x=\"200.0\" y=\"90\">\n                \n                <rect fill=\"#4682b4\" height=\"60\" id=\"slider-4-button\" width=\"30\" x=\"0\" y=\"0\"></rect>\n                <use href=\"#double-arrow\" x=\"15\" y=\"25.0\"></use>\n            </svg>\n\n            <rect fill=\"transparent\" height=\"220\" id=\"slider-4-border\" stroke=\"#000000\" stroke-width=\"2\" width=\"30\" x=\"200.0\" y=\"10\"></rect>\n            <g id=\"slider-4-incs\" incs=\"11\">\n                <line data-state=\"1\" stroke=\"#000000\" stroke-width=\"2\" x1=\"200.0\" x2=\"230.0\" y1=\"30\" y2=\"30\"></line>\n                <line data-state=\"2\" stroke=\"#000000\" stroke-width=\"2\" x1=\"200.0\" x2=\"230.0\" y1=\"50\" y2=\"50\"></line>\n                <line data-state=\"3\" stroke=\"#000000\" stroke-width=\"2\" x1=\"200.0\" x2=\"230.0\" y1=\"70\" y2=\"70\"></line>\n                <line data-state=\"4\" stroke=\"#000000\" stroke-width=\"2\" x1=\"200.0\" x2=\"230.0\" y1=\"90\" y2=\"90\"></line>\n                <line data-state=\"5\" stroke=\"#000000\" stroke-width=\"2\" x1=\"200.0\" x2=\"230.0\" y1=\"110\" y2=\"110\"></line>\n                <line data-state=\"6\" stroke=\"#000000\" stroke-width=\"2\" x1=\"200.0\" x2=\"230.0\" y1=\"130\" y2=\"130\"></line>\n                <line data-state=\"7\" stroke=\"#000000\" stroke-width=\"2\" x1=\"200.0\" x2=\"230.0\" y1=\"150\" y2=\"150\"></line>\n                <line data-state=\"8\" stroke=\"#000000\" stroke-width=\"2\" x1=\"200.0\" x2=\"230.0\" y1=\"170\" y2=\"170\"></line>\n                <line data-state=\"9\" stroke=\"#000000\" stroke-width=\"2\" x1=\"200.0\" x2=\"230.0\" y1=\"190\" y2=\"190\"></line>\n                <line data-state=\"10\" stroke=\"#000000\" stroke-width=\"2\" x1=\"200.0\" x2=\"230.0\" y1=\"210\" y2=\"210\"></line>\n            </g>\n        </g>\n    </svg>\n\n\n\n</svg>","index":-1}
2024-11-01-11-38-55-835941 DrawArrowAction {"id":7432273984259546247783,"timestamp":1730461135.567531,"source":7432273984256194504829,"xpath":"/svg:svg","data":{"id":"guidance_arrow","x":"0.0","y":"0.0","scale":"1.0","rotation":"0.0","fill":"none","opacity":"0.0","stroke":"#ff0000","stroke_width":"4.0"}}
2024-11-01-11-38-55-836944 TaskAcceptable {"id":7432273985336449198937,"timestamp":1730461135.8171928,"source":7432273984258895473472,"task":"system_monitoring"}
2024-11-01-11-38-55-836944 MouseMotionEvent {"id":7432273985331653134319,"timestamp":1730461135.816192,"source":7432273981714584979022,"position":[302.0,484.0],"relative":[0.0,0.0],"target":[],"position_raw":[182.0,319.0],"relative_raw":[0.0,0.0]}
2024-11-01-11-38-55-836944 WindowResizeEvent {"id":7432273985332540464706,"timestamp":1730461135.816192,"source":7432273981714584979022,"size":[258,377]}
2024-11-01-11-38-55-836944 WindowMoveEvent {"id":7432273985331559408429,"timestamp":1730461135.816192,"source":7432273981714584979022,"position":[831,337]}
2024-11-01-11-38-55-836944 ScreenSizeEvent {"id":7432273985330107472346,"timestamp":1730461135.816192,"source":7432273981714584979022,"size":[1920.0,1080.0]}
2024-11-01-11-38-55-836944 RenderEvent {"id":7432273985334909102426,"timestamp":1730461135.8171928,"source":7432273981714584979022}
2024-11-01-11-38-55-857612 RenderEvent {"id":7432273985431160240215,"timestamp":1730461135.839953,"source":7432273981714584979022}
